journey_key,customer_key,product_key,date_key,stage,action,duration,visit_count,duration_bucket
1099,33,19,982,Checkout,Drop-off,,1,Long
1100,79,1,72,Checkout,Drop-off,,1,Long
1101,49,9,275,Checkout,Drop-off,,1,Long
1102,95,5,818,ProductPage,View,107.0,1,Medium
1103,52,6,991,ProductPage,View,244.0,1,Long
1104,80,2,550,Homepage,View,143.0,1,Long
1105,36,11,65,Homepage,View,150.0,1,Long
1106,100,7,481,Checkout,Drop-off,,1,Long
1107,20,8,993,ProductPage,View,63.0,1,Medium
1108,10,20,603,ProductPage,View,252.0,1,Long
1109,5,14,760,ProductPage,View,205.0,1,Long
1110,17,19,388,Homepage,Click,275.0,1,Long
1111,5,17,115,Homepage,View,164.0,1,Long
1112,79,11,132,ProductPage,View,70.0,1,Medium
1113,12,17,658,ProductPage,View,291.0,1,Long
1114,41,12,169,Homepage,View,174.0,1,Long
1115,91,13,507,Homepage,Click,288.0,1,Long
1116,41,12,264,Homepage,Click,46.0,1,Medium
1117,27,4,459,Homepage,Click,155.0,1,Long
1118,84,20,594,ProductPage,Click,175.0,1,Long
1119,45,16,1070,ProductPage,Click,206.0,1,Long
1120,34,1,959,Homepage,View,233.0,1,Long
1121,84,4,959,Homepage,View,22.0,1,Short
1122,69,4,1038,Homepage,Click,54.0,1,Medium
1123,4,10,692,Homepage,Click,236.0,1,Long
1124,67,7,1011,Checkout,Purchase,83.0,1,Medium
1125,59,18,400,ProductPage,View,202.0,1,Long
1126,62,6,742,Homepage,View,236.0,1,Long
1127,69,3,756,Homepage,Click,277.0,1,Long
1128,84,18,402,Checkout,Purchase,18.0,1,Short
1129,13,13,676,Checkout,Drop-off,,1,Long
1130,71,13,839,Homepage,Click,231.0,1,Long
1131,29,1,795,ProductPage,Click,227.0,1,Long
1132,88,16,128,ProductPage,Click,247.0,1,Long
1133,36,1,788,ProductPage,Click,87.0,1,Medium
1134,27,12,829,Homepage,View,63.0,1,Medium
1135,36,7,748,Checkout,Drop-off,,1,Long
1136,25,16,498,ProductPage,View,124.0,1,Long
1137,30,19,504,Checkout,Drop-off,,1,Long
1138,44,19,511,Homepage,View,188.0,1,Long
1139,45,14,51,Homepage,View,250.0,1,Long
1140,24,20,372,Checkout,Drop-off,,1,Long
1141,69,12,548,Homepage,View,14.0,1,Short
1142,73,14,180,Homepage,View,96.0,1,Medium
1143,97,11,718,Checkout,Drop-off,,1,Long
1144,50,2,95,Homepage,View,46.0,1,Medium
1145,85,17,1054,Homepage,View,236.0,1,Long
1146,72,3,1017,ProductPage,View,141.0,1,Long
1147,78,11,971,Homepage,View,37.0,1,Medium
1148,92,1,819,ProductPage,View,130.0,1,Long
1149,47,5,252,Homepage,Click,196.0,1,Long
1150,44,2,469,Homepage,View,93.0,1,Medium
1151,63,3,201,Homepage,View,42.0,1,Medium
1152,20,10,268,Homepage,View,166.0,1,Long
1153,81,2,399,ProductPage,View,171.0,1,Long
1154,54,7,270,ProductPage,View,203.0,1,Long
1155,91,15,250,ProductPage,View,64.0,1,Medium
1156,48,1,78,Homepage,Click,182.0,1,Long
1157,98,16,630,ProductPage,Click,110.0,1,Medium
1158,29,8,1007,Homepage,Click,268.0,1,Long
1159,11,12,140,Homepage,Click,20.0,1,Short
1160,25,15,824,Checkout,Purchase,124.0,1,Long
1161,66,20,574,ProductPage,View,267.0,1,Long
1162,94,19,518,ProductPage,View,44.0,1,Medium
1163,50,6,645,Homepage,Click,11.0,1,Short
1164,68,7,359,ProductPage,Click,300.0,1,Long
1165,24,8,93,Homepage,Click,203.0,1,Long
1166,83,19,447,Checkout,Purchase,69.0,1,Medium
1167,85,1,831,Homepage,View,13.0,1,Short
1168,89,3,158,Homepage,View,279.0,1,Long
1169,25,11,609,Checkout,Drop-off,,1,Long
1170,78,3,950,ProductPage,View,299.0,1,Long
1171,55,8,331,ProductPage,View,272.0,1,Long
1172,31,18,653,Homepage,View,129.0,1,Long
1173,58,7,959,ProductPage,View,282.0,1,Long
1174,26,16,811,Checkout,Drop-off,,1,Long
1175,91,7,951,Checkout,Drop-off,,1,Long
1176,28,4,555,Checkout,Drop-off,,1,Long
1177,14,19,741,Checkout,Drop-off,,1,Long
1178,87,2,952,ProductPage,View,219.0,1,Long
1179,15,12,411,ProductPage,View,249.0,1,Long
1180,60,6,1125,ProductPage,View,22.0,1,Short
1181,10,15,147,Homepage,View,59.0,1,Medium
1182,13,10,592,Homepage,View,159.0,1,Long
1183,69,18,235,ProductPage,View,200.0,1,Long
1184,95,4,898,Homepage,View,19.0,1,Short
1185,77,2,66,Homepage,Click,193.0,1,Long
1186,7,14,251,ProductPage,Click,272.0,1,Long
1187,49,18,916,ProductPage,Click,151.0,1,Long
1188,77,6,712,Homepage,View,156.0,1,Long
1189,22,18,232,ProductPage,View,139.0,1,Long
1190,23,9,89,Homepage,Click,49.0,1,Medium
1191,62,13,153,ProductPage,Click,209.0,1,Long
1192,14,10,741,Homepage,View,106.0,1,Medium
1193,28,3,106,ProductPage,View,291.0,1,Long
1194,34,1,708,Checkout,Drop-off,,1,Long
1195,78,4,619,ProductPage,View,201.0,1,Long
1196,29,12,265,Checkout,Drop-off,,1,Long
1197,89,17,664,Homepage,View,64.0,1,Medium
1198,46,12,374,Homepage,View,202.0,1,Long
1199,6,16,959,ProductPage,View,287.0,1,Long
1200,47,18,733,Homepage,View,260.0,1,Long
1201,27,7,901,Checkout,Drop-off,,1,Long
1202,34,13,948,Checkout,Drop-off,,1,Long
1203,47,17,705,Homepage,View,173.0,1,Long
1204,33,10,934,Homepage,View,170.0,1,Long
1205,100,20,590,Checkout,Drop-off,,1,Long
1206,41,20,124,Homepage,Click,282.0,1,Long
1207,68,2,490,ProductPage,Click,299.0,1,Long
1208,7,18,843,ProductPage,Click,124.0,1,Long
1209,63,14,1115,Homepage,Click,235.0,1,Long
1210,35,20,335,ProductPage,Click,136.0,1,Long
1211,78,7,509,Checkout,Purchase,25.0,1,Short
1212,55,13,1016,ProductPage,View,142.0,1,Long
1213,34,4,855,ProductPage,View,47.0,1,Medium
1214,82,6,1041,ProductPage,View,173.0,1,Long
1215,98,12,506,Homepage,Click,139.0,1,Long
1216,61,6,1019,Homepage,View,131.0,1,Long
1217,6,10,150,Homepage,View,66.0,1,Medium
1218,54,8,326,ProductPage,View,55.0,1,Medium
1219,81,12,317,ProductPage,View,272.0,1,Long
1220,36,18,1060,Checkout,Drop-off,,1,Long
1221,5,9,390,Homepage,Click,31.0,1,Medium
1222,9,1,117,Homepage,Click,238.0,1,Long
1223,32,14,1022,Checkout,Purchase,187.0,1,Long
1224,36,8,1013,Checkout,Drop-off,,1,Long
1225,57,11,374,Checkout,Drop-off,,1,Long
1226,89,8,810,Checkout,Drop-off,,1,Long
1227,94,7,675,Homepage,View,77.0,1,Medium
1228,15,1,754,Checkout,Drop-off,,1,Long
1229,31,11,979,ProductPage,View,115.0,1,Medium
1230,58,1,201,Homepage,View,211.0,1,Long
1231,10,8,569,Homepage,View,240.0,1,Long
1232,100,13,1070,Homepage,View,242.0,1,Long
1233,52,18,625,Homepage,View,199.0,1,Long
1234,84,7,168,ProductPage,View,130.0,1,Long
1235,13,18,968,ProductPage,View,154.0,1,Long
1236,59,18,1106,Checkout,Drop-off,,1,Long
1237,68,11,856,ProductPage,View,139.0,1,Long
1238,34,6,995,Homepage,View,251.0,1,Long
1239,44,10,1108,ProductPage,View,231.0,1,Long
1240,44,1,673,Homepage,Click,214.0,1,Long
1241,57,1,94,ProductPage,Click,257.0,1,Long
1242,83,8,218,Checkout,Purchase,74.0,1,Medium
1243,45,19,156,Homepage,Click,247.0,1,Long
1244,92,16,989,ProductPage,Click,92.0,1,Medium
1245,32,20,52,Checkout,Purchase,20.0,1,Short
1246,31,4,1038,ProductPage,View,146.0,1,Long
1247,98,15,573,Homepage,View,289.0,1,Long
1248,17,8,378,Homepage,Click,153.0,1,Long
1249,17,1,955,ProductPage,Drop-off,,1,Long
1250,65,12,512,ProductPage,View,145.0,1,Long
1251,15,18,511,Homepage,View,189.0,1,Long
1252,56,17,461,ProductPage,View,104.0,1,Medium
1253,78,17,253,Homepage,Click,201.0,1,Long
1254,22,1,279,ProductPage,Click,244.0,1,Long
1255,27,12,122,ProductPage,Click,166.0,1,Long
1256,83,18,423,Homepage,Click,120.0,1,Medium
1257,87,3,799,Checkout,Purchase,73.0,1,Medium
1258,100,20,513,ProductPage,View,33.0,1,Medium
1259,18,7,1029,ProductPage,View,270.0,1,Long
1260,62,6,761,Homepage,View,70.0,1,Medium
1261,86,11,1122,ProductPage,View,244.0,1,Long
1262,69,4,680,Checkout,Drop-off,,1,Long
1263,37,2,91,ProductPage,View,84.0,1,Medium
1264,84,1,436,Homepage,Click,191.0,1,Long
1265,79,12,293,Homepage,View,147.0,1,Long
1266,90,10,346,ProductPage,View,55.0,1,Medium
1267,23,9,32,ProductPage,View,145.0,1,Long
1268,65,6,374,ProductPage,View,98.0,1,Medium
1269,13,7,76,Homepage,Click,146.0,1,Long
1270,16,3,874,ProductPage,Click,282.0,1,Long
1271,87,19,665,Homepage,Click,193.0,1,Long
1272,15,9,310,ProductPage,Click,69.0,1,Medium
1273,65,16,50,Homepage,Click,274.0,1,Long
1274,76,19,792,Homepage,View,130.0,1,Long
1275,97,6,393,Homepage,View,37.0,1,Medium
1276,45,19,564,ProductPage,View,173.0,1,Long
1277,95,13,945,Checkout,Drop-off,,1,Long
1278,31,8,1051,Homepage,View,238.0,1,Long
1279,32,8,638,ProductPage,View,207.0,1,Long
1280,57,7,1016,Homepage,View,130.0,1,Long
1281,59,12,572,Homepage,View,157.0,1,Long
1282,89,12,60,ProductPage,View,192.0,1,Long
1283,6,14,953,Checkout,Drop-off,,1,Long
1284,34,14,387,ProductPage,View,190.0,1,Long
1285,96,14,136,ProductPage,View,220.0,1,Long
1286,64,12,677,Homepage,View,199.0,1,Long
1287,94,14,129,Checkout,Drop-off,,1,Long
1288,33,12,476,ProductPage,View,239.0,1,Long
1289,56,19,385,ProductPage,View,189.0,1,Long
1290,38,14,667,ProductPage,View,123.0,1,Long
1291,2,3,952,ProductPage,View,88.0,1,Medium
1292,42,18,1043,Homepage,Click,21.0,1,Short
1293,89,18,155,Homepage,View,151.0,1,Long
1294,13,12,1083,Homepage,View,59.0,1,Medium
1295,56,12,649,Homepage,View,64.0,1,Medium
1296,90,11,813,ProductPage,View,135.0,1,Long
1297,63,5,1036,Homepage,Click,134.0,1,Long
1298,89,2,608,Homepage,Click,205.0,1,Long
1299,74,9,186,Homepage,Click,240.0,1,Long
1300,43,1,415,Homepage,View,223.0,1,Long
1301,17,4,1036,ProductPage,View,81.0,1,Medium
1302,63,20,590,Homepage,View,61.0,1,Medium
1303,11,14,308,ProductPage,View,77.0,1,Medium
1304,43,4,559,Checkout,Drop-off,,1,Long
1305,82,18,489,ProductPage,View,119.0,1,Medium
1306,50,8,261,Homepage,Click,136.0,1,Long
1307,54,9,222,ProductPage,Click,233.0,1,Long
1308,65,14,872,Checkout,Purchase,214.0,1,Long
1309,99,6,1052,Homepage,View,200.0,1,Long
1310,94,16,1125,Homepage,Click,35.0,1,Medium
1311,42,13,911,ProductPage,Click,290.0,1,Long
1312,89,18,576,Checkout,Drop-off,,1,Long
1313,8,5,69,ProductPage,View,79.0,1,Medium
1314,40,18,183,Homepage,Click,211.0,1,Long
1315,4,14,851,ProductPage,Click,215.0,1,Long
1316,60,7,475,Homepage,Click,56.0,1,Medium
1317,90,17,415,ProductPage,Click,108.0,1,Medium
1318,24,18,1044,Homepage,View,59.0,1,Medium
1319,84,17,1047,Homepage,View,112.0,1,Medium
1320,95,2,1038,ProductPage,View,27.0,1,Short
1321,90,9,268,ProductPage,View,279.0,1,Long
1322,29,8,906,Checkout,Drop-off,,1,Long
1323,21,5,215,Checkout,Drop-off,,1,Long
1324,90,18,886,ProductPage,View,140.0,1,Long
1325,53,6,628,Homepage,View,236.0,1,Long
1326,92,5,1121,Checkout,Drop-off,,1,Long
1327,69,8,761,Homepage,View,145.0,1,Long
1328,42,18,807,Homepage,View,273.0,1,Long
1329,38,13,226,Homepage,Click,46.0,1,Medium
1330,39,17,310,Homepage,View,69.0,1,Medium
1331,43,2,273,Homepage,View,266.0,1,Long
1332,40,8,138,Checkout,Drop-off,,1,Long
1333,18,9,156,ProductPage,View,247.0,1,Long
1334,93,12,571,Homepage,View,225.0,1,Long
1335,90,6,233,Homepage,View,56.0,1,Medium
1336,56,17,506,Homepage,View,109.0,1,Medium
1337,41,5,163,ProductPage,View,109.0,1,Medium
1338,68,2,47,Homepage,View,161.0,1,Long
1339,99,6,942,Homepage,Click,10.0,1,Short
1340,64,9,262,Homepage,Click,49.0,1,Medium
1341,31,2,971,ProductPage,Click,39.0,1,Medium
1342,60,16,283,Homepage,View,201.0,1,Long
1343,97,15,80,Homepage,Click,147.0,1,Long
1344,4,12,1021,ProductPage,Click,254.0,1,Long
1345,18,10,572,Homepage,View,98.0,1,Medium
1346,4,11,71,Homepage,Click,111.0,1,Medium
1347,77,16,301,Homepage,View,109.0,1,Medium
1348,3,20,231,Checkout,Drop-off,,1,Long
1349,57,10,272,Homepage,View,255.0,1,Long
1350,38,16,529,ProductPage,View,136.0,1,Long
1351,82,2,391,ProductPage,View,203.0,1,Long
1352,75,13,60,ProductPage,View,55.0,1,Medium
1353,32,11,392,Homepage,View,183.0,1,Long
1354,50,1,698,ProductPage,View,222.0,1,Long
1355,6,14,947,Homepage,View,43.0,1,Medium
1356,35,5,395,Homepage,View,50.0,1,Medium
1357,49,19,263,Homepage,View,201.0,1,Long
1358,88,15,1048,ProductPage,View,285.0,1,Long
1359,62,15,104,Homepage,Click,217.0,1,Long
1360,81,19,930,Homepage,View,213.0,1,Long
1361,94,13,565,Homepage,Click,257.0,1,Long
1362,79,6,625,Homepage,Click,186.0,1,Long
1363,16,5,349,Homepage,View,296.0,1,Long
1364,93,11,958,ProductPage,View,53.0,1,Medium
1365,86,4,761,ProductPage,View,123.0,1,Long
1366,33,18,860,ProductPage,View,220.0,1,Long
1367,63,17,408,ProductPage,View,39.0,1,Medium
1368,26,10,710,ProductPage,View,33.0,1,Medium
1369,92,2,510,ProductPage,View,271.0,1,Long
1370,57,10,632,ProductPage,View,201.0,1,Long
1371,31,17,472,Homepage,View,256.0,1,Long
1372,63,7,260,Homepage,View,46.0,1,Medium
1373,65,4,412,ProductPage,View,32.0,1,Medium
1374,94,12,242,ProductPage,View,182.0,1,Long
1375,66,6,276,Checkout,Drop-off,,1,Long
1376,56,1,387,Homepage,View,173.0,1,Long
1377,30,16,165,Homepage,View,134.0,1,Long
1378,17,18,39,Checkout,Drop-off,,1,Long
1379,18,15,1109,Homepage,View,195.0,1,Long
1380,82,6,806,Homepage,View,38.0,1,Medium
1381,37,20,671,Homepage,View,105.0,1,Medium
1382,82,4,781,Checkout,Drop-off,,1,Long
1383,54,18,167,ProductPage,View,164.0,1,Long
1384,35,12,784,Homepage,View,154.0,1,Long
1385,20,15,595,ProductPage,View,82.0,1,Medium
1386,89,6,1107,Homepage,View,215.0,1,Long
1387,95,11,335,Homepage,View,62.0,1,Medium
1388,74,2,72,ProductPage,View,233.0,1,Long
1389,35,7,89,Homepage,View,207.0,1,Long
1390,84,18,460,Homepage,View,119.0,1,Medium
1391,44,12,146,ProductPage,View,287.0,1,Long
1392,93,8,629,Checkout,Drop-off,,1,Long
1393,40,11,797,ProductPage,View,137.0,1,Long
1394,66,16,536,ProductPage,View,116.0,1,Medium
1395,43,11,976,ProductPage,View,10.0,1,Short
1396,48,7,621,ProductPage,View,267.0,1,Long
1397,48,11,574,Homepage,View,197.0,1,Long
1398,55,11,211,Homepage,Click,157.0,1,Long
1399,86,9,518,ProductPage,Click,219.0,1,Long
1400,54,13,1057,Homepage,Click,245.0,1,Long
1401,30,13,276,Homepage,Click,49.0,1,Medium
1402,13,19,580,ProductPage,Click,247.0,1,Long
1403,87,2,440,Homepage,View,254.0,1,Long
1404,29,4,600,Homepage,View,59.0,1,Medium
1405,55,11,749,ProductPage,View,292.0,1,Long
1406,67,3,741,Homepage,View,60.0,1,Medium
1407,15,1,479,ProductPage,View,102.0,1,Medium
1408,14,16,699,Homepage,Click,288.0,1,Long
1409,52,10,546,Homepage,View,255.0,1,Long
1410,22,7,422,Checkout,Drop-off,,1,Long
1411,51,6,81,ProductPage,View,25.0,1,Short
1412,61,9,314,ProductPage,View,30.0,1,Medium
1413,7,7,90,Homepage,View,173.0,1,Long
1414,87,6,577,Checkout,Drop-off,,1,Long
1415,92,16,657,Homepage,Click,94.0,1,Medium
1416,97,18,221,Homepage,Click,153.0,1,Long
1417,18,16,131,ProductPage,Click,102.0,1,Medium
1418,22,4,342,Checkout,Purchase,281.0,1,Long
1419,82,1,149,Homepage,Click,140.0,1,Long
1420,89,13,37,Checkout,Purchase,245.0,1,Long
1421,38,11,601,Checkout,Drop-off,,1,Long
1422,63,7,393,ProductPage,View,216.0,1,Long
1423,65,16,33,Homepage,Click,95.0,1,Medium
1424,32,6,338,Checkout,Purchase,192.0,1,Long
1425,18,11,154,ProductPage,View,89.0,1,Medium
1426,35,12,909,Homepage,View,192.0,1,Long
1427,52,10,577,ProductPage,View,282.0,1,Long
1428,46,12,1036,ProductPage,View,230.0,1,Long
1429,93,5,605,Homepage,View,227.0,1,Long
1430,88,5,909,ProductPage,View,192.0,1,Long
1431,20,8,290,Checkout,Drop-off,,1,Long
1432,21,17,173,Homepage,View,161.0,1,Long
1433,78,4,402,ProductPage,View,128.0,1,Long
1434,63,16,554,Checkout,Drop-off,,1,Long
1435,57,5,465,ProductPage,View,229.0,1,Long
1436,52,8,250,Homepage,Click,282.0,1,Long
1437,35,5,848,ProductPage,Click,62.0,1,Medium
1438,41,10,235,Checkout,Purchase,89.0,1,Medium
1439,53,20,114,ProductPage,View,285.0,1,Long
1440,68,18,1081,ProductPage,View,45.0,1,Medium
1441,91,9,113,ProductPage,View,267.0,1,Long
1442,73,12,227,Checkout,Drop-off,,1,Long
1443,97,12,140,ProductPage,View,162.0,1,Long
1444,82,1,310,ProductPage,View,49.0,1,Medium
1445,33,3,659,Homepage,View,198.0,1,Long
1446,65,2,895,Homepage,View,141.0,1,Long
1447,79,15,543,Homepage,View,201.0,1,Long
1448,12,5,483,ProductPage,View,87.0,1,Medium
1449,77,11,945,ProductPage,View,178.0,1,Long
1450,49,19,835,Homepage,View,12.0,1,Short
1451,1,9,787,Checkout,Drop-off,,1,Long
1452,40,2,1010,Homepage,View,11.0,1,Short
1453,74,15,545,Homepage,View,182.0,1,Long
1454,5,4,556,Homepage,View,71.0,1,Medium
1455,85,14,692,ProductPage,View,29.0,1,Short
1456,80,16,686,Homepage,View,257.0,1,Long
1457,64,13,1117,Checkout,Drop-off,,1,Long
1458,56,3,676,ProductPage,View,79.0,1,Medium
1459,69,6,716,Checkout,Drop-off,,1,Long
1460,65,14,108,Checkout,Drop-off,,1,Long
1461,91,9,803,Homepage,View,149.0,1,Long
1462,25,17,910,ProductPage,View,12.0,1,Short
1463,100,16,343,ProductPage,View,255.0,1,Long
1464,26,18,266,Homepage,View,26.0,1,Short
1465,11,14,1112,Checkout,Drop-off,,1,Long
1466,88,11,1072,ProductPage,View,245.0,1,Long
1467,32,17,310,Homepage,Click,262.0,1,Long
1468,70,4,516,ProductPage,Drop-off,,1,Long
1469,12,12,347,ProductPage,View,188.0,1,Long
1470,26,4,163,ProductPage,View,220.0,1,Long
1471,87,20,129,ProductPage,View,274.0,1,Long
1472,5,7,256,Homepage,View,35.0,1,Medium
1473,33,13,441,Checkout,Drop-off,,1,Long
1474,98,4,233,ProductPage,View,143.0,1,Long
1475,20,13,1089,Homepage,View,65.0,1,Medium
1476,30,5,1114,Checkout,Drop-off,,1,Long
1477,38,20,504,ProductPage,View,297.0,1,Long
1478,60,6,1067,Homepage,Click,208.0,1,Long
1479,51,20,199,Homepage,View,10.0,1,Short
1480,74,2,890,Homepage,View,50.0,1,Medium
1481,57,11,317,Checkout,Drop-off,,1,Long
1482,84,11,77,Homepage,Click,122.0,1,Long
1483,59,7,914,Homepage,Click,190.0,1,Long
1484,71,6,826,Homepage,View,144.0,1,Long
1485,30,7,837,ProductPage,View,296.0,1,Long
1486,13,16,297,Homepage,View,285.0,1,Long
1487,34,9,458,Homepage,View,118.0,1,Medium
1488,29,20,265,ProductPage,View,174.0,1,Long
1489,67,14,114,ProductPage,View,36.0,1,Medium
1490,85,8,174,Homepage,View,279.0,1,Long
1491,92,13,959,Homepage,Click,140.0,1,Long
1492,20,17,512,Homepage,Click,284.0,1,Long
1493,23,7,97,Homepage,View,186.0,1,Long
1494,33,14,862,Homepage,Click,279.0,1,Long
1495,53,4,614,ProductPage,Click,139.0,1,Long
1496,32,9,1056,Homepage,View,294.0,1,Long
1497,32,8,108,ProductPage,View,119.0,1,Medium
1498,76,8,568,ProductPage,View,201.0,1,Long
1499,24,14,372,ProductPage,View,217.0,1,Long
1500,35,19,912,Checkout,Drop-off,,1,Long
1501,9,20,356,ProductPage,View,101.0,1,Medium
1502,55,10,668,ProductPage,View,22.0,1,Short
1503,96,15,1034,Homepage,Click,73.0,1,Medium
1504,73,13,404,ProductPage,Click,235.0,1,Long
1505,44,17,512,ProductPage,Click,147.0,1,Long
1506,57,3,371,Checkout,Purchase,201.0,1,Long
1507,38,1,919,ProductPage,View,266.0,1,Long
1508,66,2,516,Homepage,View,66.0,1,Medium
1509,22,19,338,Homepage,Click,294.0,1,Long
1510,4,9,738,Homepage,View,276.0,1,Long
1511,39,16,908,Homepage,View,275.0,1,Long
1512,59,18,272,Checkout,Drop-off,,1,Long
1513,89,16,997,ProductPage,View,253.0,1,Long
1514,59,7,431,Homepage,View,255.0,1,Long
1515,79,7,964,Homepage,View,214.0,1,Long
1516,53,20,1063,Homepage,View,92.0,1,Medium
1517,69,1,899,Homepage,View,75.0,1,Medium
1518,94,16,137,Homepage,View,223.0,1,Long
1519,68,20,1027,Checkout,Drop-off,,1,Long
1520,96,3,571,Checkout,Drop-off,,1,Long
1521,19,5,601,ProductPage,View,137.0,1,Long
1522,40,19,434,Checkout,Drop-off,,1,Long
1523,57,14,734,ProductPage,View,36.0,1,Medium
1524,86,16,1003,ProductPage,View,39.0,1,Medium
1525,54,8,1010,Homepage,Click,61.0,1,Medium
1526,65,20,288,ProductPage,Click,87.0,1,Medium
1527,2,7,694,Homepage,View,22.0,1,Short
1528,26,7,925,ProductPage,View,104.0,1,Medium
1529,34,1,430,ProductPage,View,115.0,1,Medium
1530,67,10,432,Homepage,View,119.0,1,Medium
1531,76,12,1003,ProductPage,View,144.0,1,Long
1532,47,13,292,Checkout,Drop-off,,1,Long
1533,71,20,887,Homepage,View,154.0,1,Long
1534,11,17,764,Homepage,View,208.0,1,Long
1535,64,9,825,Homepage,View,285.0,1,Long
1536,65,3,946,Homepage,View,49.0,1,Medium
1537,57,10,529,Checkout,Drop-off,,1,Long
1538,68,10,812,Homepage,View,110.0,1,Medium
1539,92,1,724,Homepage,View,239.0,1,Long
1540,61,16,268,ProductPage,View,128.0,1,Long
1541,88,10,440,Homepage,View,148.0,1,Long
1542,78,5,263,ProductPage,View,161.0,1,Long
1543,43,1,852,Checkout,Drop-off,,1,Long
1544,90,10,702,Homepage,Click,87.0,1,Medium
1545,50,6,62,ProductPage,Click,285.0,1,Long
1546,68,10,255,ProductPage,Drop-off,,1,Long
1547,90,7,847,Homepage,Click,77.0,1,Medium
1548,1,3,707,Homepage,View,238.0,1,Long
1549,99,11,392,Checkout,Drop-off,,1,Long
1550,95,5,206,ProductPage,View,286.0,1,Long
1551,12,14,208,Checkout,Drop-off,,1,Long
1552,21,7,211,ProductPage,View,287.0,1,Long
1553,61,14,735,Homepage,View,25.0,1,Short
1554,57,8,705,ProductPage,View,13.0,1,Short
1555,74,15,314,Homepage,View,131.0,1,Long
1556,82,17,207,Homepage,View,132.0,1,Long
1557,33,13,778,ProductPage,View,53.0,1,Medium
1558,93,16,149,ProductPage,View,258.0,1,Long
1559,16,10,962,ProductPage,View,195.0,1,Long
1560,40,3,229,ProductPage,View,247.0,1,Long
1561,11,11,702,Checkout,Drop-off,,1,Long
1562,25,5,983,ProductPage,View,90.0,1,Medium
1563,69,16,1025,ProductPage,View,258.0,1,Long
1564,88,8,646,Homepage,Click,285.0,1,Long
1565,64,20,445,ProductPage,Click,226.0,1,Long
1566,21,7,425,ProductPage,Click,234.0,1,Long
1567,34,18,640,Homepage,View,265.0,1,Long
1568,43,14,941,ProductPage,View,175.0,1,Long
1569,4,18,1077,Homepage,View,277.0,1,Long
1570,12,17,990,ProductPage,View,247.0,1,Long
1571,79,2,197,Homepage,View,75.0,1,Medium
1572,29,9,724,Checkout,Drop-off,,1,Long
1573,49,12,827,Homepage,Click,252.0,1,Long
1574,38,15,304,ProductPage,Click,51.0,1,Medium
1575,24,6,1085,ProductPage,Click,243.0,1,Long
1576,76,7,736,Checkout,Purchase,23.0,1,Short
1577,48,19,466,ProductPage,View,22.0,1,Short
1578,41,7,612,Homepage,Click,162.0,1,Long
1579,70,11,1096,ProductPage,Click,230.0,1,Long
1580,30,2,666,Checkout,Purchase,268.0,1,Long
1581,22,18,557,Homepage,Click,217.0,1,Long
1582,58,2,252,Homepage,View,272.0,1,Long
1583,66,5,311,Homepage,Click,192.0,1,Long
1584,22,17,500,ProductPage,Click,67.0,1,Medium
1585,66,18,1089,Homepage,Click,59.0,1,Medium
1586,75,17,1082,Homepage,Click,58.0,1,Medium
1587,55,16,491,Homepage,View,177.0,1,Long
1588,82,20,223,ProductPage,View,143.0,1,Long
1589,2,15,247,ProductPage,View,38.0,1,Medium
1590,55,11,642,Checkout,Drop-off,,1,Long
1591,46,10,1075,Homepage,View,15.0,1,Short
1592,80,17,190,ProductPage,View,148.0,1,Long
1593,8,20,71,Homepage,View,252.0,1,Long
1594,53,2,67,Homepage,View,224.0,1,Long
1595,46,4,314,Checkout,Drop-off,,1,Long
1596,28,19,1043,Homepage,Click,162.0,1,Long
1597,39,8,713,ProductPage,Click,24.0,1,Short
1598,43,2,135,Homepage,View,95.0,1,Medium
1599,66,4,722,Homepage,Click,166.0,1,Long
1600,26,3,33,Homepage,Click,139.0,1,Long
1601,42,12,309,Checkout,Purchase,237.0,1,Long
1602,15,5,783,Checkout,Drop-off,,1,Long
1603,11,17,811,ProductPage,View,14.0,1,Short
1604,45,6,545,Homepage,View,248.0,1,Long
1605,68,10,909,ProductPage,View,15.0,1,Short
1606,14,6,567,Homepage,Click,164.0,1,Long
1607,45,2,567,ProductPage,Click,296.0,1,Long
1608,70,18,801,ProductPage,Click,233.0,1,Long
1609,33,1,984,Homepage,Click,21.0,1,Short
1610,34,7,693,ProductPage,Click,90.0,1,Medium
1611,40,9,769,ProductPage,Click,90.0,1,Medium
1612,50,9,359,Homepage,Click,218.0,1,Long
1613,78,7,108,ProductPage,Click,17.0,1,Short
1614,94,10,163,ProductPage,Click,160.0,1,Long
1615,88,6,149,Checkout,Purchase,244.0,1,Long
1616,36,20,1057,ProductPage,View,159.0,1,Long
1617,89,20,979,Homepage,View,201.0,1,Long
1618,87,5,337,ProductPage,View,137.0,1,Long
1619,5,3,808,Checkout,Drop-off,,1,Long
1620,36,9,1030,Homepage,View,230.0,1,Long
1621,98,15,956,Checkout,Drop-off,,1,Long
1622,71,16,976,Checkout,Drop-off,,1,Long
1623,72,1,716,Homepage,View,120.0,1,Medium
1624,75,20,1078,Checkout,Drop-off,,1,Long
1625,100,14,815,ProductPage,View,40.0,1,Medium
1626,49,16,449,ProductPage,View,124.0,1,Long
1627,81,10,1062,ProductPage,View,223.0,1,Long
1628,85,2,401,Checkout,Drop-off,,1,Long
1629,60,7,1050,Checkout,Drop-off,,1,Long
1630,95,6,433,Checkout,Drop-off,,1,Long
