engagement_key,product_key,date_key,campaign_id,content_type,likes,views_clicks_combined,engagement_score,views,clicks
2394,11,1123,16,SOCIALMEDIA,0,196-4,,196,4
2395,5,105,2,video,534,8891-2377,,8891,2377
2396,3,396,15,video,209,4510-705,,4510,705
2397,6,123,8,NEWSLETTER,152,4483-706,,4483,706
2398,3,358,13,NEWSLETTER,186,2348-535,,2348,535
2399,18,877,20,NEWSLETTER,4,1022-112,,1022,112
2400,9,120,16,Socialmedia,420,7247-1796,,7247,1796
2401,14,193,2,newsletter,139,1425-549,,1425,549
2402,10,553,17,socialmedia,50,3265-618,,3265,618
2403,17,196,3,Socialmedia,609,7193-2365,,7193,2365
2404,11,872,20,newsletter,5,1961-86,,1961,86
2405,12,85,13,Socialmedia,155,1055-398,,1055,398
2406,18,396,4,Video,36,582-138,,582,138
2407,3,946,7,SOCIALMEDIA,0,260-13,,260,13
2408,14,923,6,Video,4,955-74,,955,74
2409,2,391,6,Blog,131,4867-454,,4867,454
2410,15,418,16,Socialmedia,434,5372-1685,,5372,1685
2411,20,851,14,newsletter,6,1383-157,,1383,157
2412,13,603,10,SOCIALMEDIA,56,4091-740,,4091,740
2413,3,773,19,VIDEO,51,3001-394,,3001,394
2414,13,1115,11,blog,0,344-16,,344,16
2415,1,348,12,VIDEO,14,796-74,,796,74
2416,6,293,16,VIDEO,81,2451-729,,2451,729
2417,4,220,7,Socialmedia,219,2044-667,,2044,667
2418,19,333,3,Video,120,4653-764,,4653,764
2419,7,114,11,Video,639,8800-1514,,8800,1514
2420,12,728,13,Newsletter,18,1012-119,,1012,119
2421,6,396,8,NEWSLETTER,146,4797-503,,4797,503
2422,6,272,14,VIDEO,67,2887-587,,2887,587
2423,16,62,18,SOCIALMEDIA,312,2663-1288,,2663,1288
2424,12,179,15,Video,830,8532-2442,,8532,2442
2425,1,130,10,Socialmedia,163,1546-658,,1546,658
2426,2,754,16,SOCIALMEDIA,25,1822-232,,1822,232
2427,17,404,19,video,311,5382-1091,,5382,1091
2428,20,133,18,blog,356,4577-1951,,4577,1951
2429,11,946,20,newsletter,2,697-27,,697,27
2430,10,626,8,SOCIALMEDIA,14,499-94,,499,94
2431,9,438,16,Video,114,4531-534,,4531,534
2432,10,538,4,Socialmedia,63,1456-273,,1456,273
2433,6,486,1,Newsletter,27,1644-122,,1644,122
2434,5,139,19,socialmedia,471,7066-2442,,7066,2442
2435,20,600,6,video,112,4791-745,,4791,745
2436,18,644,15,newsletter,45,2429-240,,2429,240
2437,17,886,18,socialmedia,0,69-5,,69,5
2438,8,830,19,socialmedia,11,1220-95,,1220,95
2439,4,634,8,Video,69,2406-357,,2406,357
2440,4,907,17,Socialmedia,4,1730-55,,1730,55
2441,16,622,15,BLOG,4,1497-80,,1497,80
2442,17,751,1,Video,40,2720-257,,2720,257
2443,3,523,13,newsletter,105,1547-395,,1547,395
2444,2,293,10,newsletter,326,3397-1044,,3397,1044
2445,16,88,15,Video,748,4084-1741,,4084,1741
2446,10,122,9,blog,386,7236-938,,7236,938
2447,2,244,2,Blog,620,6715-2506,,6715,2506
2448,12,543,9,blog,7,560-82,,560,82
2449,17,722,17,Newsletter,27,2676-459,,2676,459
2450,11,476,18,socialmedia,68,5056-462,,5056,462
2451,6,62,14,newsletter,362,6807-762,,6807,762
2452,18,923,3,socialmedia,5,1023-87,,1023,87
2453,8,1077,20,Socialmedia,0,483-7,,483,7
2454,8,915,3,blog,4,580-51,,580,51
2455,15,495,6,Newsletter,44,2405-339,,2405,339
2456,12,879,3,Blog,5,1326-58,,1326,58
2457,15,389,20,BLOG,9,605-74,,605,74
2458,9,956,15,Blog,4,1095-62,,1095,62
2459,10,220,12,Socialmedia,179,2052-646,,2052,646
2460,17,983,12,socialmedia,1,500-28,,500,28
2461,20,494,6,Newsletter,100,1970-551,,1970,551
2462,20,61,12,newsletter,31,1957-304,,1957,304
2463,4,53,19,Socialmedia,287,4036-810,,4036,810
2464,13,399,1,video,339,6185-1208,,6185,1208
2465,17,1086,5,VIDEO,0,680-12,,680,12
2466,12,759,13,Blog,47,2758-284,,2758,284
2467,2,625,6,Socialmedia,6,1168-130,,1168,130
2468,2,598,12,VIDEO,118,4517-961,,4517,961
2469,2,1064,4,Blog,0,559-23,,559,23
2470,4,871,16,newsletter,1,177-10,,177,10
2471,5,58,13,Video,360,2380-1009,,2380,1009
2472,10,102,17,socialmedia,205,6509-971,,6509,971
2473,17,600,19,Video,5,1006-48,,1006,48
2474,4,1062,14,SOCIALMEDIA,0,583-15,,583,15
2475,5,518,8,video,181,4244-1056,,4244,1056
2476,19,127,2,Socialmedia,308,3915-1201,,3915,1201
2477,16,886,2,SOCIALMEDIA,6,1799-179,,1799,179
2478,3,751,20,blog,32,2640-295,,2640,295
2479,7,249,12,video,511,4627-1593,,4627,1593
2480,7,472,12,Video,4,394-28,,394,28
2481,1,526,17,BLOG,30,2523-262,,2523,262
2482,14,405,15,Video,115,5677-1446,,5677,1446
2483,13,440,5,NEWSLETTER,27,2100-295,,2100,295
2484,15,831,4,VIDEO,0,89-8,,89,8
2485,1,45,18,VIDEO,158,3087-748,,3087,748
2486,9,251,19,NEWSLETTER,230,4229-598,,4229,598
2487,18,1107,14,Newsletter,0,146-3,,146,3
2488,19,957,13,NEWSLETTER,1,1344-89,,1344,89
2489,1,556,13,video,85,4029-791,,4029,791
2490,15,552,7,socialmedia,90,2327-478,,2327,478
2491,14,385,4,VIDEO,58,1364-306,,1364,306
2492,10,61,11,Blog,678,6240-2147,,6240,2147
2493,10,280,12,video,104,3120-323,,3120,323
2494,7,268,2,socialmedia,766,5368-2010,,5368,2010
2495,7,1021,8,blog,0,141-4,,141,4
2496,3,816,19,blog,17,1791-130,,1791,130
2497,20,699,7,Newsletter,9,1096-159,,1096,159
2498,2,1028,18,Video,1,805-33,,805,33
2499,12,251,15,Newsletter,149,1772-508,,1772,508
2500,17,497,13,Socialmedia,76,1602-429,,1602,429
2501,1,803,5,NEWSLETTER,12,1417-111,,1417,111
2502,18,204,7,NEWSLETTER,60,1553-167,,1553,167
2503,1,460,4,BLOG,126,1505-439,,1505,439
2504,17,1025,13,Blog,0,456-12,,456,12
2505,9,420,20,newsletter,86,1481-282,,1481,282
2506,8,777,15,Newsletter,29,3164-317,,3164,317
2507,15,444,6,Newsletter,116,4104-612,,4104,612
2508,17,202,19,NEWSLETTER,16,172-40,,172,40
2509,20,619,1,Newsletter,17,756-137,,756,137
2510,1,222,8,BLOG,123,6521-577,,6521,577
2511,5,911,14,Video,1,1515-75,,1515,75
2512,3,965,5,video,1,979-46,,979,46
2513,14,82,20,BLOG,950,6599-2651,,6599,2651
2514,20,402,3,SOCIALMEDIA,215,2410-703,,2410,703
2515,16,1024,20,Newsletter,0,430-8,,430,8
2516,12,1115,12,Socialmedia,0,602-12,,602,12
2517,18,908,9,newsletter,4,1127-47,,1127,47
2518,3,1092,2,socialmedia,0,815-31,,815,31
2519,16,1090,15,BLOG,0,232-2,,232,2
2520,7,858,7,Blog,9,1041-92,,1041,92
2521,16,471,6,Blog,76,3859-738,,3859,738
2522,16,79,1,SOCIALMEDIA,863,6279-2064,,6279,2064
2523,4,255,5,newsletter,312,5646-1910,,5646,1910
2524,20,853,5,NEWSLETTER,19,1704-209,,1704,209
2525,16,1084,2,video,1,886-36,,886,36
2526,14,401,10,Video,79,2438-779,,2438,779
2527,10,226,19,Newsletter,30,474-96,,474,96
2528,11,959,8,Video,0,765-18,,765,18
2529,2,869,7,Newsletter,20,2019-221,,2019,221
2530,1,984,11,Blog,0,33-1,,33,1
2531,1,348,7,video,93,3222-1016,,3222,1016
2532,16,664,12,blog,137,3669-707,,3669,707
2533,19,898,17,blog,9,1555-94,,1555,94
2534,17,1107,6,Video,0,490-6,,490,6
2535,19,418,1,Newsletter,96,6284-1254,,6284,1254
2536,15,1087,12,BLOG,0,184-7,,184,7
2537,13,882,5,Socialmedia,5,1012-107,,1012,107
2538,20,402,20,blog,307,5128-1485,,5128,1485
2539,10,872,17,video,6,1540-104,,1540,104
2540,20,318,19,Video,2,215-22,,215,22
2541,1,1102,9,socialmedia,0,279-8,,279,8
2542,9,137,2,socialmedia,162,4522-467,,4522,467
2543,2,40,10,Blog,531,9032-1108,,9032,1108
2544,14,218,20,SOCIALMEDIA,246,2505-786,,2505,786
2545,18,320,13,Blog,313,7226-1794,,7226,1794
2546,1,313,7,VIDEO,289,6158-1035,,6158,1035
2547,20,474,6,Socialmedia,133,2612-554,,2612,554
2548,7,82,6,Video,117,2700-663,,2700,663
2549,18,328,1,socialmedia,72,5278-472,,5278,472
2550,14,1102,4,newsletter,0,622-9,,622,9
2551,2,743,15,Socialmedia,7,2601-149,,2601,149
2552,18,703,20,Socialmedia,24,3259-182,,3259,182
2553,1,904,12,blog,5,1813-52,,1813,52
2554,11,1118,4,NEWSLETTER,0,581-14,,581,14
2555,5,663,11,Socialmedia,2,183-14,,183,14
2556,3,745,19,Blog,28,3284-337,,3284,337
2557,4,367,3,video,56,2177-361,,2177,361
2558,6,828,3,Video,6,1892-208,,1892,208
2559,7,1098,19,BLOG,0,317-14,,317,14
2560,20,198,5,NEWSLETTER,252,4057-1220,,4057,1220
2561,12,469,9,Blog,67,5719-580,,5719,580
2562,19,1009,8,NEWSLETTER,0,368-16,,368,16
2563,19,110,13,Blog,546,4889-2067,,4889,2067
2564,11,119,12,Newsletter,23,939-209,,939,209
2565,4,1048,10,newsletter,0,473-20,,473,20
2566,8,474,6,newsletter,13,747-95,,747,95
2567,6,595,5,socialmedia,4,105-24,,105,24
2568,1,890,3,SOCIALMEDIA,3,513-42,,513,42
2569,13,512,13,BLOG,25,3935-252,,3935,252
2570,3,394,19,SOCIALMEDIA,231,6526-1814,,6526,1814
2571,19,708,16,Newsletter,91,3795-512,,3795,512
2572,8,372,19,video,425,4606-1538,,4606,1538
2573,1,366,5,BLOG,145,5130-1234,,5130,1234
2574,10,434,18,Socialmedia,15,949-191,,949,191
2575,20,520,2,socialmedia,111,4079-550,,4079,550
2576,5,759,2,video,22,3181-166,,3181,166
2577,8,389,5,Newsletter,18,721-103,,721,103
2578,7,1045,2,socialmedia,0,902-18,,902,18
2579,15,753,12,SOCIALMEDIA,0,114-10,,114,10
2580,9,541,14,blog,159,4277-907,,4277,907
2581,13,458,17,blog,116,4882-817,,4882,817
2582,9,1087,4,video,0,933-29,,933,29
2583,8,1077,4,Blog,0,104-2,,104,2
2584,7,521,8,socialmedia,52,905-239,,905,239
2585,15,502,13,blog,197,3312-787,,3312,787
2586,9,1023,7,VIDEO,0,625-27,,625,27
2587,11,551,2,Blog,42,829-166,,829,166
2588,11,1068,17,Blog,0,570-25,,570,25
2589,16,840,16,BLOG,3,433-28,,433,28
2590,3,551,14,NEWSLETTER,88,4801-846,,4801,846
2591,7,349,19,newsletter,303,6948-1406,,6948,1406
2592,14,886,6,blog,4,881-72,,881,72
2593,5,416,6,video,273,5753-1060,,5753,1060
2594,6,978,9,Video,3,1000-65,,1000,65
2595,1,435,19,Blog,60,2991-808,,2991,808
2596,15,1100,17,BLOG,0,927-32,,927,32
2597,10,744,4,Blog,0,49-4,,49,4
2598,16,177,6,NEWSLETTER,485,7499-1724,,7499,1724
2599,18,322,8,Blog,347,5168-969,,5168,969
2600,9,42,17,BLOG,450,7360-1951,,7360,1951
2601,9,464,10,video,235,4919-1253,,4919,1253
2602,19,621,14,socialmedia,73,3703-393,,3703,393
2603,6,165,7,Video,46,872-115,,872,115
2604,20,752,8,SOCIALMEDIA,4,1972-127,,1972,127
2605,5,1063,13,Socialmedia,0,252-2,,252,2
2606,8,498,2,blog,88,1725-435,,1725,435
2607,13,347,16,Socialmedia,129,3548-1019,,3548,1019
2608,8,331,4,Newsletter,43,734-124,,734,124
2609,7,360,17,Socialmedia,142,4129-440,,4129,440
2610,7,895,7,Blog,5,1569-53,,1569,53
2611,9,1070,10,Video,0,831-34,,831,34
2612,11,487,4,video,62,3003-694,,3003,694
2613,16,573,15,Blog,49,1547-348,,1547,348
2614,20,813,14,Blog,3,1879-72,,1879,72
2615,11,105,3,Video,121,2437-315,,2437,315
2616,1,718,13,Socialmedia,2,546-34,,546,34
2617,4,577,11,Newsletter,35,1189-254,,1189,254
2618,19,860,19,video,7,1608-184,,1608,184
2619,12,632,14,NEWSLETTER,19,1295-123,,1295,123
2620,9,114,17,socialmedia,980,8748-3546,,8748,3546
2621,16,135,20,newsletter,252,3467-841,,3467,841
2622,3,830,12,Blog,8,1851-202,,1851,202
2623,10,556,18,video,93,1809-378,,1809,378
2624,7,962,19,video,7,1469-108,,1469,108
2625,11,780,12,Video,19,2797-154,,2797,154
2626,11,169,8,Blog,494,7567-1222,,7567,1222
2627,11,1003,17,Video,0,315-13,,315,13
2628,2,851,4,newsletter,0,354-10,,354,10
2629,17,360,12,blog,28,1513-300,,1513,300
2630,16,713,9,Newsletter,1,128-20,,128,20
2631,3,690,16,newsletter,36,3268-281,,3268,281
2632,14,883,5,blog,10,2161-117,,2161,117
2633,6,236,13,socialmedia,123,4297-1051,,4297,1051
2634,6,937,3,NEWSLETTER,1,1026-23,,1026,23
2635,1,602,11,blog,73,4411-967,,4411,967
2636,5,157,18,Video,196,7810-2034,,7810,2034
2637,17,863,19,Newsletter,21,1902-212,,1902,212
2638,14,790,1,Blog,22,1871-169,,1871,169
2639,18,555,3,video,1,102-5,,102,5
2640,6,588,19,Socialmedia,101,3823-494,,3823,494
2641,9,795,6,video,8,2607-161,,2607,161
2642,14,635,5,Newsletter,19,1666-244,,1666,244
2643,19,523,13,newsletter,66,4635-505,,4635,505
2644,20,476,3,Blog,152,4136-1100,,4136,1100
2645,6,836,16,newsletter,23,2408-290,,2408,290
2646,15,113,9,Socialmedia,672,9249-3643,,9249,3643
2647,9,712,16,newsletter,1,225-13,,225,13
2648,5,1042,7,video,0,353-7,,353,7
2649,2,1091,15,blog,0,369-15,,369,15
2650,6,474,2,newsletter,66,2424-491,,2424,491
2651,2,273,10,SOCIALMEDIA,168,6379-858,,6379,858
2652,17,149,18,SOCIALMEDIA,983,5935-2411,,5935,2411
2653,12,854,16,Socialmedia,2,1620-55,,1620,55
2654,18,642,9,VIDEO,50,2667-461,,2667,461
2655,7,869,19,NEWSLETTER,10,1201-108,,1201,108
2656,13,1094,13,blog,0,882-13,,882,13
2657,12,74,7,Newsletter,99,2914-559,,2914,559
2658,14,315,3,Blog,69,1087-348,,1087,348
2659,11,691,5,blog,14,1244-104,,1244,104
2660,6,322,9,Video,255,4776-832,,4776,832
2661,10,353,2,Newsletter,25,1689-238,,1689,238
2662,1,312,3,newsletter,692,5719-1934,,5719,1934
2663,20,124,13,Socialmedia,414,5396-910,,5396,910
2664,3,167,4,blog,165,3541-1296,,3541,1296
2665,4,902,12,Newsletter,2,469-45,,469,45
2666,12,845,4,Newsletter,11,1466-163,,1466,163
2667,17,689,12,VIDEO,0,82-5,,82,5
2668,12,1115,20,Blog,0,595-26,,595,26
2669,2,928,16,NEWSLETTER,1,1194-94,,1194,94
2670,11,398,6,socialmedia,38,1407-188,,1407,188
2671,17,881,11,Newsletter,0,504-23,,504,23
2672,20,665,15,video,1,159-15,,159,15
2673,15,706,20,Newsletter,57,3091-382,,3091,382
2674,16,1095,13,newsletter,0,669-6,,669,6
2675,13,726,13,Video,4,589-43,,589,43
2676,12,1096,16,blog,0,293-5,,293,5
2677,5,546,17,Socialmedia,16,1648-253,,1648,253
2678,18,539,9,Newsletter,137,4657-1189,,4657,1189
2679,13,665,2,SOCIALMEDIA,6,667-70,,667,70
2680,2,719,16,Blog,30,2076-278,,2076,278
2681,19,1008,7,BLOG,0,512-17,,512,17
2682,17,677,7,NEWSLETTER,25,3315-544,,3315,544
2683,5,703,10,socialmedia,16,1997-317,,1997,317
2684,5,222,6,Video,116,1402-382,,1402,382
2685,8,72,19,Socialmedia,404,7895-1046,,7895,1046
2686,6,573,4,VIDEO,31,1885-238,,1885,238
2687,13,245,1,BLOG,59,3451-368,,3451,368
2688,15,1098,2,Video,0,760-21,,760,21
2689,11,281,10,Blog,60,2742-641,,2742,641
2690,1,196,16,Socialmedia,258,3805-913,,3805,913
2691,5,1090,5,newsletter,1,822-29,,822,29
2692,15,790,18,socialmedia,8,621-74,,621,74
2693,6,986,18,Blog,0,329-6,,329,6
2694,12,1057,2,video,0,248-5,,248,5
2695,3,416,1,Video,62,4184-373,,4184,373
2696,12,647,11,video,37,3366-254,,3366,254
2697,1,1075,3,NEWSLETTER,0,872-15,,872,15
2698,10,504,18,Blog,66,1698-309,,1698,309
2699,18,1122,7,Blog,0,602-11,,602,11
2700,13,298,17,Blog,79,3516-872,,3516,872
2701,4,512,6,Blog,11,886-104,,886,104
2702,6,972,20,Newsletter,0,235-12,,235,12
2703,2,893,7,Video,1,266-18,,266,18
2704,14,463,6,Blog,24,823-120,,823,120
2705,7,1090,19,newsletter,0,202-8,,202,8
2706,13,523,2,Video,180,4256-672,,4256,672
2707,20,570,8,Socialmedia,30,1299-152,,1299,152
2708,2,489,10,NEWSLETTER,58,2845-220,,2845,220
2709,1,632,18,SOCIALMEDIA,42,2506-483,,2506,483
2710,16,784,15,Video,26,1436-206,,1436,206
2711,19,295,20,blog,106,4511-652,,4511,652
2712,14,336,7,Socialmedia,200,6442-1781,,6442,1781
2713,7,265,15,Video,60,1423-267,,1423,267
2714,20,846,3,blog,6,1452-135,,1452,135
2715,17,290,20,blog,24,1028-106,,1028,106
2716,8,413,6,socialmedia,189,6335-733,,6335,733
2717,18,546,12,video,51,2172-291,,2172,291
2718,13,93,18,Blog,305,2000-813,,2000,813
2719,14,111,7,blog,894,7878-1959,,7878,1959
2720,17,972,20,Video,0,152-5,,152,5
2721,5,243,14,Socialmedia,530,5413-1394,,5413,1394
2722,5,746,17,Newsletter,3,754-59,,754,59
2723,15,85,1,blog,68,1517-174,,1517,174
2724,10,765,12,Blog,16,1784-163,,1784,163
2725,11,997,6,VIDEO,1,1020-27,,1020,27
2726,13,695,4,NEWSLETTER,36,2559-242,,2559,242
2727,13,39,14,Blog,90,659-269,,659,269
2728,16,126,15,blog,662,5664-1710,,5664,1710
2729,15,37,10,video,95,4004-756,,4004,756
2730,10,428,18,blog,17,945-223,,945,223
2731,11,770,9,video,0,152-15,,152,15
2732,11,183,15,SOCIALMEDIA,91,3302-403,,3302,403
2733,13,578,5,video,57,4995-939,,4995,939
2734,13,621,20,socialmedia,40,3169-233,,3169,233
2735,11,589,5,newsletter,29,3341-214,,3341,214
2736,19,597,20,newsletter,4,342-59,,342,59
2737,2,1121,8,Newsletter,0,126-5,,126,5
2738,6,643,9,Video,58,3029-372,,3029,372
2739,3,743,9,Newsletter,8,1710-62,,1710,62
2740,8,869,17,BLOG,6,1513-53,,1513,53
2741,5,520,12,Socialmedia,96,2591-430,,2591,430
2742,3,106,6,Blog,42,396-137,,396,137
2743,10,1055,6,Newsletter,0,53-2,,53,2
2744,16,34,15,Newsletter,20,333-150,,333,150
2745,18,257,12,VIDEO,309,3612-1001,,3612,1001
2746,20,939,18,Newsletter,3,805-52,,805,52
2747,13,367,10,Blog,3,112-38,,112,38
2748,12,730,5,Socialmedia,26,1209-156,,1209,156
2749,18,823,15,Socialmedia,10,967-128,,967,128
2750,7,1009,10,socialmedia,0,163-2,,163,2
2751,7,139,16,newsletter,507,8993-2353,,8993,2353
2752,16,582,9,Video,20,1801-159,,1801,159
2753,3,835,6,blog,0,115-7,,115,7
2754,15,384,5,VIDEO,29,1309-101,,1309,101
2755,13,145,1,Video,729,8392-2061,,8392,2061
2756,2,418,10,socialmedia,75,2076-298,,2076,298
2757,1,847,15,Newsletter,9,1626-186,,1626,186
2758,2,562,17,blog,19,825-78,,825,78
2759,17,951,16,BLOG,1,490-33,,490,33
2760,8,1041,5,Newsletter,0,63-1,,63,1
2761,2,512,8,socialmedia,147,4542-1110,,4542,1110
2762,19,1005,3,Blog,0,1069-20,,1069,20
2763,1,829,15,Blog,9,1404-69,,1404,69
2764,18,1007,19,newsletter,0,94-2,,94,2
2765,6,112,4,Socialmedia,858,5396-2422,,5396,2422
2766,10,994,13,Newsletter,0,361-15,,361,15
2767,17,398,8,Socialmedia,63,2252-252,,2252,252
2768,20,167,11,Video,129,896-372,,896,372
2769,16,161,1,blog,75,1266-504,,1266,504
2770,6,44,15,newsletter,198,4998-640,,4998,640
2771,17,1023,2,NEWSLETTER,0,996-36,,996,36
2772,15,151,14,Socialmedia,533,4671-1275,,4671,1275
2773,10,67,14,Blog,659,7100-1370,,7100,1370
2774,8,533,8,video,41,2592-222,,2592,222
2775,11,509,1,blog,276,5086-1337,,5086,1337
2776,20,125,12,blog,111,4565-601,,4565,601
2777,10,766,11,SOCIALMEDIA,22,1426-150,,1426,150
2778,8,369,6,Newsletter,322,4698-1278,,4698,1278
2779,8,791,6,Video,3,250-30,,250,30
2780,4,604,7,Newsletter,110,2883-506,,2883,506
2781,19,434,11,video,110,3995-552,,3995,552
2782,14,1001,15,blog,0,346-12,,346,12
2783,10,888,10,Blog,0,299-13,,299,13
2784,7,1040,6,SOCIALMEDIA,0,319-4,,319,4
2785,5,860,7,NEWSLETTER,4,1727-89,,1727,89
2786,5,846,5,Socialmedia,19,1808-169,,1808,169
2787,12,849,8,blog,7,2291-73,,2291,73
2788,20,656,13,blog,31,953-189,,953,189
2789,2,585,2,BLOG,114,3399-758,,3399,758
2790,7,680,10,socialmedia,1,113-10,,113,10
2791,2,545,1,Newsletter,81,3697-695,,3697,695
2792,6,859,9,blog,17,1841-200,,1841,200
2793,10,967,2,NEWSLETTER,0,83-4,,83,4
2794,6,544,1,Video,195,4639-812,,4639,812
2795,10,95,16,Socialmedia,224,1666-716,,1666,716
2796,2,64,17,VIDEO,547,6356-1160,,6356,1160
2797,16,108,7,Blog,485,6567-1130,,6567,1130
2798,18,786,2,blog,13,875-95,,875,95
2799,17,748,16,Newsletter,23,3060-247,,3060,247
2800,20,43,13,newsletter,166,2993-635,,2993,635
2801,15,149,17,newsletter,65,1030-243,,1030,243
2802,10,249,13,blog,156,7571-639,,7571,639
2803,16,954,14,Socialmedia,2,1150-43,,1150,43
2804,13,400,6,socialmedia,347,4265-1244,,4265,1244
2805,5,617,13,blog,35,1188-212,,1188,212
2806,5,870,15,Newsletter,3,1449-82,,1449,82
2807,10,77,15,NEWSLETTER,861,5855-2486,,5855,2486
2808,7,431,12,Newsletter,44,5505-670,,5505,670
2809,12,831,17,newsletter,10,1403-187,,1403,187
2810,18,50,4,Socialmedia,30,184-75,,184,75
2811,3,346,3,socialmedia,193,4459-546,,4459,546
2812,1,226,18,VIDEO,302,4141-1516,,4141,1516
2813,7,183,2,SOCIALMEDIA,326,8387-846,,8387,846
2814,19,1058,1,socialmedia,1,740-23,,740,23
2815,17,979,5,Socialmedia,0,1076-14,,1076,14
2816,13,304,13,Blog,59,1173-212,,1173,212
2817,9,178,7,blog,324,2181-902,,2181,902
2818,3,683,19,Newsletter,3,188-21,,188,21
2819,7,813,4,newsletter,22,1707-173,,1707,173
2820,6,703,4,blog,28,3214-585,,3214,585
2821,15,548,13,Blog,223,4035-934,,4035,934
2822,19,1057,15,SOCIALMEDIA,0,82-1,,82,1
2823,14,1042,6,VIDEO,0,522-24,,522,24
2824,12,590,17,Socialmedia,81,4836-529,,4836,529
2825,12,457,11,NEWSLETTER,105,4287-850,,4287,850
2826,1,789,1,NEWSLETTER,7,735-70,,735,70
2827,17,437,11,video,67,4528-538,,4528,538
2828,1,1100,20,video,0,561-18,,561,18
2829,20,999,11,socialmedia,0,196-11,,196,11
2830,18,64,2,Video,941,9196-3663,,9196,3663
2831,8,511,14,BLOG,61,3493-603,,3493,603
2832,7,559,11,newsletter,13,555-87,,555,87
2833,19,909,12,Video,0,133-5,,133,5
2834,2,553,16,Newsletter,116,4705-734,,4705,734
2835,15,562,6,Socialmedia,60,4491-417,,4491,417
2836,2,745,8,Socialmedia,5,1920-154,,1920,154
2837,2,95,15,Blog,232,2417-752,,2417,752
2838,6,1112,20,Blog,0,674-20,,674,20
2839,16,867,12,BLOG,0,1107-30,,1107,30
2840,2,702,2,socialmedia,14,997-187,,997,187
2841,13,473,11,Blog,122,3075-645,,3075,645
2842,19,288,10,SOCIALMEDIA,223,2193-615,,2193,615
2843,9,767,17,Video,22,2444-145,,2444,145
2844,15,219,15,Newsletter,237,8153-2307,,8153,2307
2845,5,80,7,socialmedia,680,8015-3408,,8015,3408
2846,9,801,2,Newsletter,10,1114-143,,1114,143
2847,5,418,13,socialmedia,46,910-216,,910,216
2848,15,458,1,Socialmedia,146,5920-1216,,5920,1216
2849,8,354,18,BLOG,279,4045-920,,4045,920
2850,6,977,10,video,0,345-7,,345,7
2851,11,1092,5,Socialmedia,0,259-3,,259,3
2852,11,936,4,Video,1,1699-35,,1699,35
2853,16,665,18,socialmedia,18,3041-360,,3041,360
2854,1,1067,11,Newsletter,0,569-27,,569,27
2855,3,181,17,Socialmedia,299,6273-1825,,6273,1825
2856,12,613,2,BLOG,61,1851-319,,1851,319
2857,19,882,15,VIDEO,6,1391-127,,1391,127
2858,9,587,2,Video,152,3565-677,,3565,677
2859,16,866,2,SOCIALMEDIA,3,2370-128,,2370,128
2860,9,413,1,Newsletter,272,3260-1030,,3260,1030
2861,15,666,8,SOCIALMEDIA,158,3896-798,,3896,798
2862,5,362,2,BLOG,519,6244-1844,,6244,1844
2863,19,352,14,Video,106,1274-346,,1274,346
2864,14,274,12,video,30,863-161,,863,161
2865,10,1030,13,Blog,0,593-18,,593,18
2866,13,435,9,blog,190,5510-1357,,5510,1357
2867,16,647,17,blog,26,1686-219,,1686,219
2868,11,137,14,Video,372,2156-867,,2156,867
2869,7,881,16,Socialmedia,2,1009-54,,1009,54
2870,10,999,13,Blog,1,775-39,,775,39
2871,13,174,17,Video,129,2431-485,,2431,485
2872,3,611,10,newsletter,15,1009-77,,1009,77
2873,18,788,12,Newsletter,44,2538-390,,2538,390
2874,5,313,20,Video,101,5823-858,,5823,858
2875,20,912,18,video,8,1717-92,,1717,92
2876,7,938,20,socialmedia,0,815-19,,815,19
2877,3,296,9,Video,419,6960-1667,,6960,1667
2878,16,268,6,Blog,32,1457-232,,1457,232
2879,5,251,3,Newsletter,376,5921-1586,,5921,1586
2880,15,945,18,newsletter,2,1189-34,,1189,34
2881,7,588,6,Video,8,625-118,,625,118
2882,12,509,1,socialmedia,126,5305-495,,5305,495
2883,8,192,20,VIDEO,393,5326-2157,,5326,2157
2884,10,939,9,socialmedia,2,1426-38,,1426,38
2885,19,987,8,VIDEO,0,412-5,,412,5
2886,16,211,5,newsletter,78,4881-553,,4881,553
2887,1,436,9,Newsletter,160,2807-694,,2807,694
2888,17,88,1,Video,333,5458-2431,,5458,2431
2889,2,1029,9,SOCIALMEDIA,0,548-9,,548,9
2890,16,621,2,BLOG,13,1381-83,,1381,83
2891,2,382,2,Newsletter,68,5133-857,,5133,857
2892,8,779,17,Newsletter,12,2584-134,,2584,134
2893,3,38,8,Blog,1293,7643-3344,,7643,3344
2894,5,61,13,Socialmedia,1178,9692-2499,,9692,2499
2895,3,316,9,Video,130,5667-1217,,5667,1217
2896,19,645,5,Newsletter,41,2248-329,,2248,329
2897,19,368,8,VIDEO,10,580-46,,580,46
2898,9,1046,17,BLOG,0,791-9,,791,9
2899,5,357,2,Socialmedia,167,5316-1296,,5316,1296
2900,17,894,18,Socialmedia,2,1622-91,,1622,91
2901,13,73,12,socialmedia,110,4704-1076,,4704,1076
2902,7,581,15,blog,94,2988-688,,2988,688
2903,10,243,3,Socialmedia,22,2124-268,,2124,268
2904,8,257,12,socialmedia,348,3532-1204,,3532,1204
2905,3,859,10,socialmedia,14,2123-204,,2123,204
2906,4,338,3,video,47,1422-268,,1422,268
2907,13,940,8,VIDEO,0,973-28,,973,28
